"READ_CODE","DESCRIPTION","VERSION","ANTIBIOTICS"
fe5r.,*METHYLPREDNISOLONE 1g inj ... METHYLPREDNISOLONE 1g injection ... ,"2","0"
fe5y.,METHYLPREDNISOL 80mg/2mL inj ... METHYLPREDNISOLONE 80mg/2mL injection ... ,"2","0"
fe6b.,DELTASTAB 25mg/1mL injection ...  ... ,"2","0"
j41z.,DEXAMETH SOD PHOS 5mg/1mL inj ... DEXAMETHASONE SOD PHOS 5mg/1mL injection ... ,"2","0"
j421.,HYDROCORTISONE 25mg/1mL inj ... HYDROCORTISONE 25mg/1mL injection ... ,"2","0"
j45..,*PREDNISOLONE SOD PHOS[MUSC] ... PREDNISOLONE SOD PHOS [MUSC-SK] ... ,"2","0"
l363.,*NEO-CORTEF ear drops 5mL ...  ... ,"2","0"
TJ044,AR - doxycycline ... Adverse reaction to doxycycline ... ,"2","1"
TJ050,AR - cefaclor ... Adverse reaction to cefaclor ... ,"2","1"
m43..,HYDROCORTISONE LOTIONS/DRESSNG ...  ... ,"2","0"
m45u.,*VIOFORM-HYDROCORT oint 30g ... VIOFORM-HYDROCORTISONE ointment 30g ... ,"2","0"
m45x.,*HYDROCOR+NEOMYCIN 1/0.5% oint ... HYDROCORTISONE+NEOMYCIN 1%/0.5% ointment ... ,"2","0"
TJ1z0,AR - ciprofloxacin ... Adverse reaction to ciprofloxacin ... ,"2","1"
TJ206,AR - prednisolone ... Adverse reaction to prednisolone ... ,"2","0"
fe6m.,DILACORT 2.5mg g/r tablets ... DILACORT 2.5mg gastro-resistant tablets ... ,"2","0"
fe6t.,PREDNISOLONE 10mg tablets ...  ... ,"2","0"
fe7..,PREDNISONE ...  ... ,"2","0"
fe7y.,PREDNISONE 2mg m/r tablets ...  ... ,"2","0"
j41..,DEXAMETHASONE SOD PHOS [MSKEL] ... DEXAMETHASONE SODIUM PHOSPHATE [MUSCULOSKELETAL USE] ... ,"2","0"
m417.,HYDROCORTISONE 0.5% cream 15g ...  ... ,"2","0"
m41C.,HYDROCORTISONE 2.5% cream 50g ...  ... ,"2","0"
m4lw.,HYDROCORTISONE BUT 0.1% cream ... HYDROCORTISONE BUTYRATE 0.1% cream ... ,"2","0"
m4ly.,HYDROCORTISONE BUT 0.1% oint ... HYDROCORTISONE BUTYRATE 0.1% ointment ... ,"2","0"
m67z.,ERYTHROMY+TRETIN 4/0.025% soln ... ERYTHROMYCIN+TRETINOIN 4%/0.025% topical solution ... ,"2","1"
a6g1.,*CLARITHROMY+LANSOPRZ+AMOX pck ... CLARITHROMY tab+LANSOPRAZOLE cap+AMOXI cap 500/30/500mg pack ... CLARITHROMYCIN tablets+LANSOPRAZOLE capsules+AMOXICILLIN capsules500mg/30mg/500mg pack,"2","1"
ai14.,HYDROCORTISONE 10% aerosol ... HYDROCORTISONE 10% foam aerosol ... ,"2","0"
m41u.,HYDROCORTISONE 0.1% cream ...  ... ,"2","0"
m41w.,EXE-CORT HYDROCORT 1% crm 15g ... EXE-CORT HYDROCORTISONE 1% cream 15g ... ,"2","0"
m42..,HYDROCORTISONE OINTMENTS ...  ... ,"2","0"
m422.,HYDROCORTISONE 1% ointment 15g ...  ... ,"2","0"
m42C.,*HYDROCORTISONE 2.5% oint 50g ... HYDROCORTISONE 2.5% ointment 50g ... ,"2","0"
"46Lh.","24h ur tetrahydrocortison meas ... 24 hour urine tetrahydrocortisone measurement ... ","2","0"
e316.,AMOXIL 500mg capsules ...  ... ,"2","1"
e31b.,AMOXIL 125mg/1.25mL paed susp ... AMOXIL 125mg/1.25mL paediatric suspension ... ,"2","1"
e31c.,*AMOXIL SF 750mg sachets ...  ... ,"2","1"
e31h.,AUGMENTIN 375mg tablets ...  ... ,"2","1"
e31j.,*AUGMENTIN JUNIOR 187mg/5mL ... AUGMENTIN JUNIOR 125/62 in 5mL suspension ... ,"2","1"
e31P.,AUGMENTIN 250/62 in 5mL susp ... AUGMENTIN 250/62 in 5mL suspension ... ,"2","1"
e31t.,CO-AMOXICLAV 375mg tablets ...  ... ,"2","1"
e755.,*VIBRAMYCIN 100mg capsules ...  ... ,"2","1"
e756.,*VIBRAMYCIN 50mg/5mL syrup ...  ... ,"2","1"
e757.,VIBRAMYCIN-D 100mg disp tabs ... VIBRAMYCIN-D 100mg dispersible tablets ... ,"2","1"
eg61.,CIPROXIN 250mg tablets ...  ... ,"2","1"
eg62.,CIPROXIN 100mg/50mL i-v inf ... CIPROXIN 100mg/50mL intravenous infusion ... ,"2","1"
eg63.,CIPROXIN 200mg/100mL i-v inf ... CIPROXIN 200mg/100mL intravenous infusion ... ,"2","1"
eg6A.,CIPROXIN 5g/100mL suspension ... CIPROXIN 5g/100mL oral suspension ... ,"2","1"
eg6y.,CIPROFLOXACIN 2mg/mL inf 50mL ... CIPROFLOXACIN 2mg/mL intravenous infusion 50mL ... ,"2","1"
egC4.,TAVANIC 250mg tablets ...  ... ,"2","1"
egC6.,TAVANIC 500mg/100mL i-v inf ... TAVANIC 500mg/100mL intravenous infusion ... ,"2","1"
egC7.,LEVOFLOXACIN 5mg/mL eye drops ...  ... ,"2","1"
egCB.,LEVOFLOXACIN 250mg/50mL inf ... LEVOFLOXACIN 250mg/50mL solution for infusion ... ,"2","1"
egD2.,AVELOX 400mg tablets ...  ... ,"2","1"
egD6.,MOXIFLOXACIN 0.5% eye drops ...  ... ,"2","1"
k646.,MINIMS DEXAMET 0.1% e-d 0.5mL ... MINIMS DEXAMETHASONE NA PHOSPHATE 0.1% s-d eye drops 0.5mL ... MINIMS DEXAMETHASONE SODIUM PHOSPHATE 0.1% single-use eye drops 0.5mL,"2","0"
k64z.,*DEXAMETHASONE eye ointment ...  ... ,"2","0"
k669.,HYDROCORTISONE 2.5% eye oint ... HYDROCORTISONE ACETATE 2.5% eye ointment ... ,"2","0"
k66x.,*HYDROCORTISONE ACET eye oint ... HYDROCORTISONE ACETATE eye ointment ... ,"2","0"
k68..,PREDNISOLONE SOD PHOS [EYE] ...  ... ,"2","0"
k68y.,*PREDNISOLONE eye drops ...  ... ,"2","0"
"65Y8.",Ciproflxcin resistnt tubrclsis ... Ciprofloxacin resistant tuberculosis ... ,"2","1"
y02Kz,Cefaclor 125mg/5mL suspension ...  ... ,"3","1"
y02L0,Cefaclor 250mg/5mL suspension ...  ... ,"3","1"
y02L3,Distaclor MR 375mg m/r tablet ...  ... ,"3","1"
y08hi,Erythroped PI ...  ... ,"3","1"
y0C5s,Tavanic 500mg/100mL i-v inf ... Tavanic 500mg/100mL intravenous infusion ... ,"3","1"
y0AIU,Ciprofloxacin 100mg tablet ...  ... ,"3","1"
y0AIV,Ciproxin 100mg tablet ...  ... ,"3","1"
YMHiJ,AR - erythromycin/other macrol ... Adverse reaction to erythromycin and other macrolides ... ,"3","1"
y0CRr,Clarithromy+lansopraz+amox pck ... Clarithromy tab+lansoprazole cap+amoxy cap 500/30/500mg pack ... Clarithromycin tablet+lansoprazole capsule+amoxycillin capsule 500mg/30mg/500mg pack,"3","1"
y07CU,Chloromycetin HC eye ointment ... Chloromycetin Hydrocortisone eye ointment 4g ... ,"3","0"
y07CV,Minims Prednisolone 0.5% ... Minims Prednisolone 0.5% single-use eye drops 0.5mL ... ,"3","0"
YM94s,Augmenting agent ...  ... ,"3","1"
YabUC,Subcut injec hydrocort acetate ... Subcutaneous injection of hydrocortisone acetate ... ,"3","0"
y00it,Prednisolone sod phos[musc] ... Prednisolone sod phos [musc-sk] ... ,"3","0"
y0AN5,Cefaclor 250mg/5mL s/f susp ... Cefaclor 250mg/5mL s/f suspension ... ,"3","1"
yz3sH,MOXIFLOXACIN 400mg/250mL inf ... MOXIFLOXACIN 400mg/250mL solution for infusion ... ,"3","1"
Y73FS,AR - ciprofloxacin ... Adverse reaction to ciprofloxacin ... ,"3","1"
Y73Gw,AR - methylprednisolone ... Adverse reaction to methylprednisolone ... ,"3","0"
YaSzL,Prednisolone allergy ...  ... ,"3","0"
y0FmI,Exe-Cort Hydrocortisone 1% crm ... Exe-Cort Hydrocortisone 1% cream ... ,"3","0"
YM4Ii,THE - Tetrahydrocortisone ...  ... ,"3","0"
Yapsa,Urine tetrahydrocortisone lev ...  ... ,"3","0"
y02I4,Amoxil 500mg s/f disp tab ... Amoxil 500mg s/f dispersible tablet ... ,"3","1"
y02I9,Amoxil 125mg/1.25mL paed susp ... Amoxil 125mg/1.25mL paediatric suspension ... ,"3","1"
y02Ib,Co-amoxiclav 125/31mg/5mL susp ... Co-amoxiclav 125mg/31mg/5mL s/f suspension ... ,"3","1"
y00Nt,Erythroped 250mg/5mL susp140mL ... Erythroped 250mg/5mL suspension 140mL ... ,"3","1"
y02Te,Ciproxin 250mg tablet ...  ... ,"3","1"
y02Yy,Dexamethasone 2mg tablet ...  ... ,"3","0"
y02Z3,Dexameth sod phos 5mg/1mL inj ... Dexamethasone sodium phosphate 5mg/1mL injection ... ,"3","0"
y02Z6,Dexamethasone 100mg/5mL inj ... Dexamethasone 100mg/5mL injection ... ,"3","0"
y01Sj,Hydrocortis ac 25mg supp ... Hydrocortisone acetate 25mg suppository ... ,"3","0"
y01Sr,Prednisolone 20mg long enema ... Prednisolone 20mg/100mL long tube retention enema ... ,"3","0"
y00oL,Gentamicin+hydrocort ear drops ... Gentamicin+hydrocortisone acetate 0.3%/1% ear drops ... ,"3","0"
Y7GQO,Hydrocortisone infusion test ...  ... ,"3","0"
y0FGT,Kerymax ...  ... ,"3","1"
y0Eey,Amoxicillin product ...  ... ,"3","1"
y0EfX,Cefalexin 250mg/5mL oral susp ... Cefalexin 250mg/5mL oral suspension ... ,"3","1"
y0Efa,Cefalexin 250mg/5mL syrup ...  ... ,"3","1"
YaSX5,Erythromycin adverse reaction ...  ... ,"3","1"
YaTVW,Cefaclor OD undetermined int ... Cefaclor overdose of undetermined intent ... ,"3","1"
YaSaS,Topical hydrocortisone adv rea ... Topical hydrocortisone adverse reaction ... ,"3","0"
YaSaT,Topi comp hydrocor prep adv re ... Topical compound hydrocortisone preparation adverse reaction ... ,"3","0"
y07iI,HC - Hydrocortisone ...  ... ,"3","0"
y0Cc6,Erythroped Forte SF suspension ... Erythroped Forte SF 500mg/5mL s/f suspension ... ,"3","1"
y01Cn,Hydrocortisone 2.5% oint 30g ... Hydrocortisone 2.5% ointment 30g ... ,"3","0"
y00tP,Hydrocortisone ointments ...  ... ,"3","0"
y0FzF,Methylpred+lid 40/10mg/1mL inj ... Methylprednisolone acetate+lidocaine HCl 40/10mg/1mL inj ... Methylprednisolone acetate+lidocaine hydrochloride 40/10mg/1mL injection,"3","0"
y0G0I,Hydrocortisone+lidocaine ...  ... ,"3","0"
y00Md,Keflex-C 125mg chewable tablet ...  ... ,"3","1"
y00Me,Keflex-C 250mg chewable tablet ...  ... ,"3","1"
y03X4,Hydrocortisone+pramoxine ...  ... ,"3","0"
y03XJ,Hydrocortisone+clotrimazole ...  ... ,"3","0"
y03Xp,Methylprednisolone+lignocaine ...  ... ,"3","0"
y03Xq,Prednisolone 0.001% eye drops ...  ... ,"3","0"
y03Xu,Prednisolone 0.03% pres fr e/d ... Prednisolone 0.03% preservative-free eye drops ... ,"3","0"
y03Xy,Prednisolone 0.3% pres fr e/d ... Prednisolone 0.3% preservative-free eye drops ... ,"3","0"
y03Xz,Prednisolone 0.3% eye drops ...  ... ,"3","0"
y090G,Vibramycin ...  ... ,"3","1"
y0916,Zinnat ...  ... ,"3","1"
y00tZ,Hydrocortisone 2.5% ointment ...  ... ,"3","0"
y00td,Hydrocortisone lotions/dressng ...  ... ,"3","0"
y00te,Hydrocortisone 1% lotion ...  ... ,"3","0"
y00to,Eurax-hydrocortisone cream 30g ...  ... ,"3","0"
YalnZ,Cefalexin allergy ...  ... ,"3","1"
y083n,Neo-Cortef ear drops 10mL ...  ... ,"3","0"
y00xt,Hydrocortisone acetate [topic] ... Hydrocortisone acetate [topical] ... ,"3","0"
y033f,Hydrocortisone acetate 1% e/d ... Hydrocortisone acetate 1% eye drops ... ,"3","0"
y00zs,Quinoderm+hydrocort cream 30g ... Quinoderm+hydrocortisone cream 30g ... ,"3","0"
y00zu,Erythromycin [skin] ...  ... ,"3","1"
y0Ano,Neo-Cortef ...  ... ,"3","0"
yz77k,DILACORT 2.5mg g/r tablets ... DILACORT 2.5mg gastro-resistant tablets ... ,"3","0"
y00lc,Prednisolone eye drops ...  ... ,"3","0"
y00li,Prednisolone acetate [eye] ...  ... ,"3","0"
y02MS,Keflex 250mg capsule ...  ... ,"3","1"
y02MT,Keflex 500mg capsule ...  ... ,"3","1"
y02MU,Keflex 250mg tablet ...  ... ,"3","1"
y02Np,Doxycycline ...  ... ,"3","1"
y02Ns,Vibramycin 50mg capsule ...  ... ,"3","1"
y02Nv,Doxycycline 100mg capsule ...  ... ,"3","1"
y049W,Oral dexamethasone ...  ... ,"3","0"
y030T,Prednisolone acetate [muskel] ... Prednisolone acetate [musculoskeletal use] ... ,"3","0"
y04Ag,Parenteral prednisolone ...  ... ,"3","0"
y04Ar,Hydrocortisone eye ointment ...  ... ,"3","0"
y07le,Hydrocortisone 100mg/1mL inj ... Hydrocortisone 100mg/1mL injection ... ,"3","0"
yz3QL,DOXYCYCLINE 40mg m/r capsules ...  ... ,"3","1"
y0Aiy,Canesten Hydrocortisone ...  ... ,"3","0"
y0AjN,Erythroped ...  ... ,"3","1"
y0AjO,Erythroped PI SF ...  ... ,"3","1"
y0AjZ,Eurax-Hydrocortisone ...  ... ,"3","0"
y08mW,Klaricid ...  ... ,"3","1"
YaqLQ,Erythromycin RAST test ...  ... ,"3","1"
yz8e0,PEVANTI 25mg tablets ...  ... ,"3","0"
YaSCJ,Accidental doxycycline poison ... Accidental doxycycline poisoning ... ,"3","1"
y039r,Hydrocortis+urea 1%/10% crm ... Hydrocortisone+urea 1%/10% cream ... ,"3","0"
y039s,Hydrocort+clioquino 1%/3% oint ... Hydrocortisone+clioquinol 1%/3% ointment ... ,"3","0"
y039x,Hydrocort+fucidic 1%/2% oint ... Hydrocortisone acetate+fucidic acid 1%/2% ointment ... ,"3","0"
y039y,Hydrocort+fusidic 1%/2% gel ... Hydrocortisone acetate+fusidic acid 1%/2% gel ... ,"3","0"
y03AQ,HC but+chlorquinal 0.1/3% oint ... Hydrocortisone butyrate+chlorquinaldol 0.1%/3% ointment ... ,"3","0"
y03Ap,Coal tar soln+HC 3%/0.25% crm ... Coal tar solution+hydrocortisone 3%/0.25% cream ... ,"3","0"
y0Dfb,Doxycycline 20mg capsule ...  ... ,"3","1"
YaTXl,Accidental prednisone overdose ...  ... ,"3","0"
YMI3P,[X] Adv react to prednisolone ... [X] Adverse reaction to prednisolone ... ,"3","0"
y01Fq,Distaclor MR 500mg m/r tablet ...  ... ,"3","1"
y01GQ,Clarithromycin 500mg inj pdr ... Clarithromycin 500mg injection (pdr for recon) ... ,"3","1"
y0Egn,Clarithrom+lansopraz+amoxi pck ... Clarithromy tab+lansoprazole cap+amoxi cap 500/30/500mg pack ... Clarithromycin tablet+lansoprazole capsule+amoxicillin capsule 500mg/30mg/500mg pack,"3","1"
k3k2.,CIPROFLOXACIN 0.3% eye drops ...  ... ,"2","1"
y03Tr,Erythroped SF 250mg/5mL susp ... Erythroped SF 250mg/5mL suspension ... ,"3","1"
y03Tz,Co-amoxiclav ...  ... ,"3","1"
y0Egr,Amoxicillin [generic addn] ... Amoxicillin [generic additions] ... ,"3","1"
y0Egs,Amoxicillin 125mg/sach s/f pdr ... Amoxicillin 125mg/sachet s/f powder ... ,"3","1"
y0Egu,Amoxicillin 125mg/5mL susp ... Amoxicillin 125mg/5mL oral suspension ... ,"3","1"
y0Egv,Amoxicillin 250mg/5mL susp ... Amoxicillin 250mg/5mL oral suspension ... ,"3","1"
y0Eh1,Amoxicillin 250mg/5mL s/f susp ... Amoxicillin 250mg/5mL s/f oral suspension ... ,"3","1"
Yawte,Ur tethydrcortison:creat ratio ... Urine tetrahydrocortisone:creatinine ratio ... ,"3","0"
yz5ET,AZITHRMYCN DIHY 15mg/g s-d e/d ... AZITHROMYCIN DIHYDRATE 15mg/g single-dose eye drops ... ,"3","1"
y08Zj,Amoxil ...  ... ,"3","1"
y08eq,Decadron ...  ... ,"3","0"
yz5bA,PREDNISOLONE 20mg foam 25g ... PREDNISOLONE 20mg/dose rectal foam 25g ... ,"3","0"
y0F4g,Avelox 400mg tablet ...  ... ,"3","1"
y02P7,Erythromycin stearat 250mg tab ... Erythromycin stearate 250mg tablet ... ,"3","1"
y02PB,Erythroped Forte 500mg grans ... Erythroped Forte 500mg/sachet granules ... ,"3","1"
y02PC,Erymax 250mg e/c gran in cap ... Erymax 250mg e/c granules in capsule ... ,"3","1"
y02PD,Erythroped PI 125mg/sach grans ... Erythroped PI 125mg/sachet granules ... ,"3","1"
y02PR,Erythromycin 125mg/sach grans ... Erythromycin 125mg/sachet granules ... ,"3","1"
y02PW,Erythromycin 500mg/sach grans ... Erythromycin 500mg/sachet granules ... ,"3","1"
y02Pc,Erythromycin 125mg/5mL susp ... Erythromycin 125mg/5mL suspension ... ,"3","1"
y02Pj,Clarithromycin 125mg/5mL susp ... Clarithromycin 125mg/5mL paediatric suspension ... ,"3","1"
y02Pk,Klaricid 125mg/5mL paed susp ... Klaricid 125mg/5mL paediatric suspension ... ,"3","1"
y02Ij,Co-amoxiclav 500mg/100mg inj ... Co-amoxiclav 500mg/100mg injection (pdr for recon) ... ,"3","1"
y02Il,Co-amoxiclav 250/62mg/5mL susp ... Co-amoxiclav 250mg/62mg/5mL s/f suspension ... ,"3","1"
y0AFF,Isotretin+erythro 0.05%/2% gel ... Isotretinoin+erythromycin 0.05%/2% gel ... ,"3","1"
YalsI,Amoxicillin adverse reaction ...  ... ,"3","1"
YamyB,Intramus inject methylpredniso ... Intramuscular injection of methylprednisolone ... ,"3","0"
y02ZL,Hydrocortisone 100mg/2mL inj ... Hydrocortisone 100mg/2mL injection (pdr for recon)+diluent ... ,"3","0"
y02Zc,Methylprednisolone 16mg tablet ...  ... ,"3","0"
y02Zl,Methylpred acet 120mg/3mL inj ... Methylprednisolone acetate 120mg/3mL injection ... ,"3","0"
y02Zq,Prednisolone 1mg tablet ...  ... ,"3","0"
y02Zt,Deltacortril Enteric 5mg tab ... Deltacortril Enteric 5mg e/c tablet ... ,"3","0"
y02a0,Prednisolone 2.5mg e/c tablet ...  ... ,"3","0"
y02a4,Prednisolone 2.5mg tablet ...  ... ,"3","0"
YaS9x,Accidental clarithromycin pois ... Accidental clarithromycin poisoning ... ,"3","1"
YaSBH,Intentional cefaclor poisoning ...  ... ,"3","1"
YaSBI,Cefaclor pois undetermined int ... Cefaclor poisoning of undetermined intent ... ,"3","1"
y0E2i,Azithromycin dihydrate - chem ... Azithromycin dihydrate - chemical ... ,"3","1"
yz8e4,PREDNISOLONE 20mg tablets ...  ... ,"3","0"
yz8e5,PREDNISOLONE 10mg tablets ...  ... ,"3","0"
YaTit,IV hydrocortisone therapy ... Intravenous hydrocortisone therapy ... ,"3","0"
y0Cmg,Clarithromycin 250mg/5mL susp ... Clarithromycin 250mg/5mL paediatric suspension ... ,"3","1"
YaTU6,Erythromycin overdose ...  ... ,"3","1"
YaTU7,Accidental erythromycin OD ... Accidental erythromycin overdose ... ,"3","1"
YaTUC,Intentional azithromycin OD ... Intentional azithromycin overdose ... ,"3","1"
YaTUE,Clarithromycin overdose ...  ... ,"3","1"
YaTWO,Accidental doxycycline OD ... Accidental doxycycline overdose ... ,"3","1"
YaSYw,Doxycycline adverse reaction ...  ... ,"3","1"
fe35.,*DECADRON SHOCK-PAK 100mg/5mL ... DECADRON SHOCK-PAK 100mg/5mL injection ... ,"2","0"
fe3w.,DEXAMETHASONE 8mg/2mL inj ... DEXAMETHASONE 8mg/2mL injection ... ,"2","0"
fe4c.,SOLU-CORTEF 100mg injection ...  ... ,"2","0"
fe5..,METHYLPREDNISOLONE [ENDOC] ... METHYLPREDNISOLONE [ENDOCRINE] ... ,"2","0"
fe5q.,*METHYLPREDNISOLONE 500mg inj ... METHYLPREDNISOLONE 500mg injection ... ,"2","0"
fe5x.,METHYLPREDNISOL 40mg/1mL inj ... METHYLPREDNISOLONE 40mg/1mL injection ... ,"2","0"
fe6..,PREDNISOLONE [ENDOCRINE] ...  ... ,"2","0"
fe66.,DELTACORTRIL ENTERIC 5mg tabs ... DELTACORTRIL ENTERIC 5mg tablets ... ,"2","0"
fe69.,*DELTASTAB 1mg tablets ...  ... ,"2","0"
e31k.,AUGMENTIN 125/31 in 5mL susp ... AUGMENTIN 125/31 in 5mL paediatric suspension ... ,"2","1"
e31l.,AUGMENTIN 600mg i-v injection ... AUGMENTIN 600mg intravenous injection ... ,"2","1"
e31M.,*AMOXIL FIZTAB 125mg chew tabs ... AMOXIL FIZTAB 125mg chewable tablets ... ,"2","1"
e31x.,CO-AMOXICLAV 600mg injection ...  ... ,"2","1"
e69k.,KEFLEX 250mg tablets ...  ... ,"2","1"
e69o.,*KEFLEX-C 125mg chew tablets ... KEFLEX-C 125mg chewable tablets ... ,"2","1"
e754.,*VIBRAMYCIN 50mg capsules ...  ... ,"2","1"
e75s.,DOXYCYCLINE 40mg m/r capsules ...  ... ,"2","1"
e75t.,DOXYCYCLINE 20mg tablets ...  ... ,"2","1"
e75u.,*DOXYCYCLINE 20mg capsules ...  ... ,"2","1"
e75x.,DOXYCYCLINE 50mg capsules ...  ... ,"2","1"
eg66.,CIPROXIN 400mg/200mL infusion ... CIPROXIN 400mg/200mL intravenous infusion ... ,"2","1"
eg67.,CIPROFLOXACIN 100mg tablets ...  ... ,"2","1"
eg69.,CIPROFLOXACIN 5g/100mL susp ... CIPROFLOXACIN 5g/100mL oral suspension ... ,"2","1"
egC..,LEVOFLOXACIN ...  ... ,"2","1"
egC2.,LEVOFLOXACIN 500mg tablets ...  ... ,"2","1"
egCA.,LEVOFLOXACIN 5mg/mL sd eye dps ... LEVOFLOXACIN 5mg/mL single-use eye drops ... ,"2","1"
m45Y.,HYDROCORT+MICONAZOLE 1%/2% crm ... HYDROCORTISONE+MICONAZOLE NITRATE 1%/2% cream ... ,"2","0"
j411.,*DECADRON 8mg/2mL injection ...  ... ,"2","0"
U60GA,[X]Topic hydrocort advers reac ... [X]Topical hydrocortisone adverse reaction ... ,"2","0"
ai1..,RECTAL HYDROCORTISONE ...  ... ,"2","0"
ai2..,RECTAL PREDNISOLONE ...  ... ,"2","0"
fe6l.,DILACORT 5mg g/r tablets ... DILACORT 5mg gastro-resistant tablets ... ,"2","0"
fe6z.,PREDNISOLONE 25mg tablets ...  ... ,"2","0"
fe71.,*PREDNISONE 1mg tablets ...  ... ,"2","0"
fe7z.,PREDNISONE 1mg m/r tablets ...  ... ,"2","0"
TJ030,AR - erythromycin ... Adverse reaction to erythromycin ... ,"2","1"
k64..,DEXAMETHASONE [EYE] ...  ... ,"2","0"
k66..,HYDROCORTISONE ACETATE [EYE] ...  ... ,"2","0"
k668.,HYDROCORTISONE AC 1% eye oint ... HYDROCORTISONE ACETATE 1% eye ointment ... ,"2","0"
m41..,HYDROCORTISONE CREAMS ...  ... ,"2","0"
m41a.,*HYDROCORTISON 0.5% cream 100g ... HYDROCORTISONE 0.5% cream 100g ... ,"2","0"
m41B.,*HYDROCORTISONE 2.5% cream 30g ...  ... ,"2","0"
m4l..,HYDROCORTISONE BUTYRATE ...  ... ,"2","0"
m4mz.,*METHYLPREDNIS ACET 0.25% crm ... METHYLPREDNISOLONE ACET 0.25% cream ... ,"2","0"
m67..,ERYTHROMYCIN [SKIN] ...  ... ,"2","1"
m67B.,*ERYTHROMYCIN 4% topical gel ...  ... ,"2","1"
m693.,ISOTRETIN+ERYTHRO 0.05%/2% gel ... ISOTRETINOIN+ERYTHROMYCIN 0.05%/2% gel ... ,"2","1"
"5783.",Radiobioassay - hydrocortisone ...  ... ,"2","0"
ai29.,PREDNISOLONE 20mg long enema ... PREDNISOLONE 20mg/100mL long tube retention enema ... ,"2","0"
m423.,HYDROCORTISONE 1% ointment 30g ...  ... ,"2","0"
m42A.,HYDROCORTISONE 2.5% oint 15g ... HYDROCORTISONE 2.5% ointment 15g ... ,"2","0"
m431.,*HYDROCORTISONE 1% lotion ...  ... ,"2","0"
m447.,*EURAX-HYDROCORTISONE crm 30g ... EURAX-HYDROCORTISONE cream 30g ... ,"2","0"
e3zo.,AMOXICILLIN 125mg/1.25mL susp ... AMOXICILLIN 125mg/1.25mL paediatric suspension ... ,"2","1"
e61..,CEFACLOR ...  ... ,"2","1"
e619.,DISTACLOR MR 375mg m/r tablets ...  ... ,"2","1"
e61a.,CEFACLOR 375mg m/r tablets ...  ... ,"2","1"
e61c.,*CEFACLOR 500mg m/r tablets ...  ... ,"2","1"
e61D.,CEFACLOR 250mg/5mL s/f susp ... CEFACLOR 250mg/5mL sugar free suspension ... ,"2","1"
e68..,CEFUROXIME ...  ... ,"2","1"
e684.,ZINNAT 125mg tablets ...  ... ,"2","1"
e687.,CEFUROXIME 250mg tablets ...  ... ,"2","1"
e68i.,CEFUROXIME 50mg pdr inj ... CEFUROXIME 50mg powder for solution for injection ... ,"2","1"
e91..,ERYTHROMYCIN ...  ... ,"2","1"
e912.,ERYTHROMYCIN 500mg tablets ...  ... ,"2","1"
e913.,ERYTHROMYCIN STEAR 250mg tabs ... ERYTHROMYCIN STEARATE 250mg tablets ... ,"2","1"
e91a.,ERYMAX 250mg e/c grans in caps ... ERYMAX 250mg e/c granules in capsules ... ,"2","1"
e91k.,*ERYTHROPED 250mg/5mL susp 140 ... ERYTHROPED 250mg/5mL suspension 140mL ... ,"2","1"
e91l.,*ERYTHROPED 250mg/sachet s/f ... ERYTHROPED 250mg/sachet sugar free granules ... ,"2","1"
e91L.,*ERYTHROMYCIN 250mg capsules ...  ... ,"2","1"
e91M.,*ERYTHROMYCIN 125mg/sach grans ... ERYTHROMYCIN 125mg/sachet granules ... ,"2","1"
e91Q.,*ERYTHROMYCIN 1g/sachet grans ... ERYTHROMYCIN 1g/sachet granules ... ,"2","1"
e91w.,ERYTHROMYCIN 500mg/5mL susp ... ERYTHROMYCIN 500mg/5mL suspension ... ,"2","1"
e924.,KLARICID 125mg/5mL paed susp ... KLARICID 125mg/5mL paediatric suspension ... ,"2","1"
e928.,KLARICID 500mg tablets ...  ... ,"2","1"
e92C.,KLARICID adult 250mg/sach gran ... KLARICID adult 250mg/sachet granules ... ,"2","1"
e92D.,CLARITHROMYCIN 250mg/5mL susp ... CLARITHROMYCIN 250mg/5mL paediatric suspension ... ,"2","1"
e93B.,AZITHRMYCN DIHY 15mg/g s-d e/d ... AZITHROMYCIN DIHYDRATE 15mg/g single-dose eye drops ... ,"2","1"
